{Blxwp=f,Mulch=t} => {Class=True}
{Mulch=t,R2ar8=t} => {Class=True}
{Mulch=t,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f} => {Class=True}
{Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f} => {Class=True}
{Bknwy=f,Mulch=t} => {Class=True}
{Blxwp=f,Wkna8=t} => {Class=True}
{Wkna8=t,Wknck=f} => {Class=True}
{Wkna8=t,Wkovl=t} => {Class=True}
{R2ar8=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Wkna8=t} => {Class=True}
{Katri5=n,Wkna8=t} => {Class=True}
{Rkxwp=f,Wkna8=t} => {Class=True}
{Rimmx=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t} => {Class=True}
{Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Wkna8=t} => {Class=True}
{Mulch=f,Wkna8=t} => {Class=True}
{Rimmx=f,Skrxp=t} => {Class=True}
{Bkblk=f,Katri5=b} => {Class=True}
{Bkblk=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Wknck=t} => {Class=True}
{Bkxcr=f,Bkxwp=t} => {Class=True}
{Blxwp=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Rimmx=f} => {Class=True}
{Bkxcr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Blxwp=t,Bxqsq=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Blxwp=t,Bxqsq=t,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=t,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=t,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=t,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=t,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Simpl=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dwipd=l,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wknck=t,Wkpos=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,Simpl=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Katri5=n,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Simpl=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Simpl=f,Skrxp=f,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Reskr=f,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Simpl=f,Skrxp=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Simpl=f,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,R2ar8=t,Skewr=t,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=t,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,R2ar8=t,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,R2ar8=t,Reskr=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,R2ar8=t,Skrxp=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Blxwp=t,Bxqsq=t,Dwipd=l,Katri5=n,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dwipd=l,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkblk=f,Bkona=f,Blxwp=t,Bxqsq=t,Dwipd=l,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dwipd=l,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Blxwp=t,Bxqsq=t,Dwipd=l,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Blxwp=t,Bxqsq=t,Skewr=t,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Katri5=n,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Blxwp=t,Bxqsq=t,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkona=f,Blxwp=t,Bxqsq=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Katri5=n,Reskr=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkblk=f,Bkona=f,Blxwp=t,Bxqsq=t,Katri5=n,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Blxwp=t,Bxqsq=t,Katri5=n,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Skrxp=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Dsopp=f,Reskr=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Blxwp=t,Bxqsq=t,Reskr=f,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Blxwp=t,Bxqsq=t,Wkna8=f,Wknck=t} => {Class=True}
{Bxqsq=t,Cntxt=t,Dsopp=f,Dwipd=l,Katri5=n,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Wknck=t} => {Class=True}
{Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Rxmsq=f,Wknck=t} => {Class=True}
{Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Wknck=t} => {Class=True}
{Bxqsq=t,Cntxt=t,Dwipd=l,Katri5=n,Qxmsq=f,Wknck=t} => {Class=True}
{Bxqsq=t,Cntxt=t,Katri5=n,Qxmsq=f,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=t,Katri5=n,Qxmsq=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=t,Bxqsq=t,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxbq=t,Bxqsq=t,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxbq=t,Bxqsq=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dwipd=l,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Rxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Skewr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxbq=f,Bxqsq=t,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Qxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Rxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Skrxp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkxbq=f,Bxqsq=t,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Qxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Wkcti=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Cntxt=f,R2ar8=t,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bxqsq=t,Cntxt=f,R2ar8=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkona=f,Bxqsq=t,Cntxt=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Cntxt=f,Katri5=n,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bxqsq=t,Cntxt=f,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Dsopp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkona=f,Bxqsq=t,Cntxt=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Simpl=f,Wkcti=f,Wknck=t,Wkovl=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,R2ar8=t,Simpl=f,Wknck=t} => {Class=True}
{Bxqsq=t,Dwipd=l,R2ar8=t,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bxqsq=t,R2ar8=t,Simpl=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bxqsq=t,R2ar8=t,Simpl=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Rxmsq=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bxqsq=t,Simpl=f,Skewr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Rxmsq=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Reskr=f,Simpl=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Simpl=f,Wkcti=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Qxmsq=f,Simpl=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Reskr=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Qxmsq=f,Reskr=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxcr=f,Bxqsq=t,Katri5=n,Qxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,R2ar8=t,Reskr=f,Wknck=t} => {Class=True}
{Bxqsq=t,Dsopp=f,R2ar8=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Qxmsq=f,R2ar8=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Dwipd=l,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Rxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bxqsq=t,Dwipd=l,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Qxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Dwipd=l,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Dwipd=l,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Rxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Skrxp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bxqsq=t,Dwipd=l,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dwipd=l,Katri5=n,Qxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Rxmsq=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Skewr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkon8=f,Bxqsq=t,Katri5=n,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Reskr=f,Rxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Reskr=f,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Rxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Skewr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Rxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Skewr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Bxqsq=t,Katri5=n,Skewr=t,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Qxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Rxmsq=f,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Rxmsq=f,Skewr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bxqsq=t,Katri5=n,Rxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Skewr=t,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Skewr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Skewr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkon8=f,Bxqsq=t,Katri5=n,Qxmsq=f,Skewr=t,Wknck=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Rxmsq=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Wkcti=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bxqsq=t,Katri5=n,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Reskr=f,Rxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Reskr=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Skrxp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Rxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Skrxp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bkona=f,Bxqsq=t,Katri5=n,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Qxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Rxmsq=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Rxmsq=f,Skrxp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bxqsq=t,Katri5=n,Rxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Skrxp=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Katri5=n,Qxmsq=f,Skrxp=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkon8=f,Bxqsq=t,Katri5=n,Qxmsq=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Wkcti=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Wkcti=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Rxmsq=f,Wkcti=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Qxmsq=f,Wkcti=f,Wkna8=f,Wknck=t,Wtoeg=n} => {Class=True}
{Blxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Simpl=f,Wkcti=f} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Simpl=f} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,R2ar8=t} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Wkcti=f} => {Class=True}
{Bkona=f,Blxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l,Skrxp=f} => {Class=True}
{Bkon8=f,Bkona=f,Blxwp=t,Bxqsq=t,Cntxt=t,Dwipd=l} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Cntxt=f,Skrxp=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Cntxt=f,Katri5=n,Skrxp=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Blxwp=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Blxwp=t,Bxqsq=t,Dsopp=f,Skrxp=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Blxwp=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkcti=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Skewr=t} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Wkna8=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Dwipd=l,Skewr=t,Skrxp=f} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Dwipd=l,Wkcti=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Blxwp=t,Bxqsq=t,Dsopp=f,Dwipd=l,Wtoeg=n} => {Class=True}
