{Stlmt=t} => {Class=True}
{Bkon8=t,Bkxwp=t} => {Class=True}
{Bkon8=t,Bxqsq=t} => {Class=True}
{Bkon8=t,Blxwp=t} => {Class=True}
{Bkon8=t,Bkxbq=f} => {Class=True}
{Bxqsq=t,Mulch=t} => {Class=True}
{Bkxcr=t,Mulch=t} => {Class=True}
{Blxwp=f,Mulch=t} => {Class=True}
{Mulch=t,R2ar8=t} => {Class=True}
{Mulch=t,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f} => {Class=True}
{Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f} => {Class=True}
{Bknwy=f,Mulch=t} => {Class=True}
{Dwipd=g,Wkna8=t} => {Class=True}
{Bkxcr=t,Wkna8=t} => {Class=True}
{Simpl=t,Wkna8=t} => {Class=True}
{Blxwp=f,Wkna8=t} => {Class=True}
{Wkna8=t,Wknck=f} => {Class=True}
{Wkna8=t,Wkovl=t} => {Class=True}
{R2ar8=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Wkna8=t} => {Class=True}
{Katri5=n,Wkna8=t} => {Class=True}
{Rkxwp=f,Wkna8=t} => {Class=True}
{Rimmx=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t} => {Class=True}
{Reskr=f,Wkna8=t} => {Class=True}
{Bknwy=f,Wkna8=t} => {Class=True}
{Mulch=f,Wkna8=t} => {Class=True}
{Rimmx=f,Skrxp=t} => {Class=True}
{Bxqsq=t,Katri5=b} => {Class=True}
{Bkblk=f,Katri5=b} => {Class=True}
{Bkblk=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Wknck=t} => {Class=True}
{Bkxcr=f,Bkxwp=t} => {Class=True}
{Blxwp=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Rimmx=f} => {Class=True}
{Bkxcr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Reskr=f,Simpl=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Simpl=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Simpl=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bxqsq=t,Cntxt=f,Simpl=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Cntxt=f,Simpl=t,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Simpl=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Cntxt=f,Simpl=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=f,Simpl=t,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkspr=f,Bxqsq=t,Katri5=n,Simpl=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Simpl=t,Skewr=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Reskr=f,Simpl=t,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=t,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Simpl=t,Skewr=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Reskr=f,Simpl=t,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Simpl=t,Wkcti=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Reskr=f,Simpl=t,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=t,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Simpl=t,Thrsk=f,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Simpl=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bxqsq=t,Reskr=f,Simpl=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Reskr=f,Simpl=t,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bxqsq=t,Dsopp=f,Simpl=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=t,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Simpl=t,Wkcti=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bxqsq=t,Reskr=f,Simpl=t,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Simpl=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Katri5=n,Simpl=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Reskr=f,Simpl=t,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Katri5=n,Reskr=f,Simpl=t,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Dsopp=f,Katri5=n,Simpl=t,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Simpl=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Katri5=n,Simpl=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Dsopp=f,Simpl=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=t,Thrsk=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Simpl=t,Thrsk=f,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=t,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Simpl=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Reskr=f,Simpl=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Reskr=f,Simpl=t,Thrsk=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Reskr=f,Simpl=t,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Dsopp=f,Simpl=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=t,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Cntxt=t,Simpl=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Cntxt=t,Simpl=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Cntxt=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=t,Dsopp=f,Simpl=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=t,Dsopp=f,Reskr=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=t,Dsopp=f,Simpl=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Cntxt=t,Simpl=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Cntxt=f,Dsopp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Cntxt=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Cntxt=f,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Cntxt=f,Dsopp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Cntxt=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Simpl=f,Wknck=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Simpl=f,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Simpl=f,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Simpl=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Simpl=f,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Simpl=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Katri5=n,Simpl=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Simpl=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Simpl=f,Thrsk=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Reskr=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bkxbq=f,Bxqsq=t,Simpl=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Simpl=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Simpl=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkspr=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Wknck=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Wknck=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Skewr=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Skewr=t,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Skewr=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Reskr=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Skewr=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Skewr=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Skewr=t,Skrxp=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Skewr=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Wkcti=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Skrxp=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Thrsk=f,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Skrxp=f,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkxbq=f,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Reskr=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bkxbq=f,Bxqsq=t,Skrxp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Skrxp=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Katri5=n,Wkcti=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Katri5=n,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Thrsk=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Katri5=n,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Katri5=n,Skrxp=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Katri5=n,Thrsk=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Katri5=n,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Katri5=n,Skrxp=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Katri5=n,Thrsk=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Katri5=n,Skrxp=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkxbq=f,Bxqsq=t,Katri5=n,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Thrsk=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Thrsk=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Thrsk=f,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Reskr=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Reskr=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Reskr=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Reskr=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Reskr=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Skrxp=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Dsopp=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Skrxp=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Dsopp=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Skrxp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Skrxp=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkxbq=f,Bxqsq=t,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkxbq=f,Bxqsq=t,Skrxp=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=f,Reskr=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=f,Reskr=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Reskr=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Reskr=f,Skewr=t,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Cntxt=f,Dsopp=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bxqsq=t,Cntxt=f,Thrsk=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Reskr=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Reskr=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bknwy=f,Bxqsq=t,Cntxt=f,Dsopp=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Cntxt=f,Dsopp=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Cntxt=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Cntxt=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Simpl=f,Wknck=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Skewr=t,Wkcti=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Reskr=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=f,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Simpl=f,Skewr=t,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=f,Skewr=t,Wkna8=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Wkovl=f,Wkpos=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Wkcti=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Reskr=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bknwy=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bxqsq=t,Dsopp=f,Simpl=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Simpl=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bknwy=f,Bxqsq=t,Simpl=f,Wkna8=f,Wkovl=f,Wtoeg=n} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Katri5=n,Simpl=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Katri5=n,Simpl=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Katri5=n,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bxqsq=t,Katri5=n,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Simpl=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Wkcti=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Thrsk=f,Wkcti=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Reskr=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Reskr=f,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Simpl=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Simpl=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bknwy=f,Bkona=f,Bxqsq=t,Simpl=f,Thrsk=f,Wkovl=f} => {Class=True}
{Bkona=f,Bxqsq=t,Simpl=f,Thrsk=f,Wkna8=f,Wkovl=f} => {Class=True}
{Bkon8=f,Bkona=f,Bxqsq=t,Dsopp=f,Wknck=f,Wkovl=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Skewr=t,Wkcti=f,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bknwy=f,Bxqsq=t,Dsopp=f,Skewr=t,Wkovl=f,Wkpos=t} => {Class=True}
{Bxqsq=t,Dsopp=f,Skewr=t,Skrxp=f,Wkovl=f,Wkpos=t} => {Class=True}
